make,transmission,state,condition,odometer,auction_value,selling_price
ford,,fl,4.3,,21200.0,23000.0
chevrolet,automatic,va,2.3,92411.0,6725.0,6500.0
chevrolet,automatic,fl,4,14832.0,12650.0,12600.0
dodge,automatic,pa,4,21568.0,30000.0,30200.0
toyota,automatic,tx,2.7,45338.0,11050.0,11200.0
ford,automatic,fl,2,57348.0,14700.0,12600.0
hyundai,automatic,tn,4.1,28352.0,11000.0,11800.0
nissan,,fl,2.8,32993.0,16950.0,16200.0
chevrolet,,fl,4,12723.0,15150.0,15600.0
ford,automatic,la,,159384.0,17550.0,13100.0
kia,automatic,wi,4.2,10135.0,21200.0,21800.0
kia,automatic,fl,4.9,9717.0,21100.0,21000.0
chevrolet,automatic,,4,8953.0,17150.0,17100.0
dodge,automatic,fl,3.7,38086.0,,16500.0
ford,automatic,mi,2,140476.0,5150.0,3200.0
nissan,automatic,ca,2.8,52678.0,8275.0,8400.0
dodge,automatic,mo,4.1,19107.0,,16500.0
ford,automatic,fl,4.2,,25200.0,25600.0
chrysler,,,2.1,78893.0,9700.0,6800.0
toyota,automatic,,3.9,35398.0,,14500.0
nissan,automatic,ca,2.8,,16850.0,17000.0
,automatic,fl,,59086.0,7350.0,6700.0
chevrolet,automatic,ca,3.7,24927.0,18250.0,17750.0
honda,automatic,tx,3.7,115515.0,10600.0,9000.0
chevrolet,automatic,tn,4.1,85899.0,4375.0,4200.0
dodge,automatic,wa,3.2,36347.0,13100.0,12200.0
dodge,automatic,tn,4.4,39921.0,10700.0,10400.0
ford,automatic,fl,4.7,25428.0,25700.0,25100.0
nissan,automatic,il,3.6,45609.0,13600.0,12600.0
kia,automatic,co,4.4,12749.0,14150.0,14100.0
chrysler,automatic,,4.4,7334.0,28300.0,27400.0
dodge,,,,55239.0,10150.0,10100.0
ford,automatic,fl,4.2,106515.0,16400.0,16100.0
ford,automatic,tx,,194849.0,5800.0,5000.0
honda,automatic,ca,1,1.0,10250.0,1600.0
ford,automatic,,2.9,18829.0,36100.0,26500.0
bmw,automatic,fl,,45464.0,32900.0,33600.0
ford,,ga,4.5,11883.0,16850.0,17300.0
ford,manual,tn,4.8,34501.0,14450.0,13500.0
,automatic,nc,3.9,24001.0,11350.0,12200.0
ford,automatic,mo,3.9,,11050.0,10800.0
chevrolet,,ne,2.8,47744.0,11150.0,10500.0
nissan,automatic,tn,4.3,15208.0,16150.0,21100.0
kia,,ca,4.2,11656.0,12450.0,12900.0
toyota,automatic,fl,4.1,15440.0,15650.0,15400.0
ford,,tn,4.6,,14050.0,15300.0
ford,automatic,,5,12594.0,17700.0,18000.0
toyota,,fl,1.9,60068.0,14000.0,11400.0
chevrolet,automatic,co,4.8,38114.0,18050.0,18100.0
kia,,va,4.2,17438.0,17800.0,16900.0
chevrolet,automatic,mn,3.6,146365.0,15200.0,5800.0
,automatic,fl,4.4,21587.0,21700.0,20800.0
toyota,automatic,co,,11979.0,17100.0,16800.0
,automatic,fl,3.6,50872.0,10300.0,10000.0
ford,automatic,il,4.4,32147.0,17800.0,17100.0
ford,automatic,tx,3.8,48837.0,22100.0,22600.0
honda,automatic,pa,,10226.0,13300.0,12800.0
nissan,automatic,nj,3.4,,15450.0,14300.0
kia,automatic,az,3.8,32426.0,11850.0,11500.0
ford,automatic,nj,2.8,21230.0,13850.0,13500.0
bmw,automatic,fl,4.8,13909.0,40700.0,38600.0
nissan,automatic,nj,,53548.0,14250.0,14700.0
bmw,automatic,ca,4.3,43333.0,32100.0,34750.0
ford,automatic,ca,2.7,50149.0,10600.0,10600.0
,automatic,nj,4.3,9276.0,16800.0,15000.0
bmw,automatic,nj,4.8,6519.0,26700.0,27750.0
nissan,automatic,ga,2,5193.0,12100.0,6600.0
ford,automatic,mi,4.4,41992.0,,21700.0
nissan,automatic,pa,4.4,,9675.0,10400.0
bmw,automatic,co,4.3,38382.0,29200.0,30000.0
toyota,automatic,,2.8,50932.0,,11900.0
ford,automatic,md,,42487.0,13500.0,12700.0
ford,,ga,3.5,83870.0,,8800.0
ford,automatic,,4.7,24357.0,16700.0,17000.0
nissan,automatic,fl,4.3,,14750.0,15900.0
kia,automatic,fl,3.7,,11900.0,12300.0
honda,,mo,5,5065.0,30300.0,31000.0
ford,automatic,mo,5,19477.0,35400.0,35000.0
,,ca,3.6,34086.0,12650.0,13400.0
,automatic,md,4.2,60038.0,14900.0,15000.0
toyota,automatic,,2.8,31023.0,,13000.0
dodge,automatic,nc,3.6,53237.0,10450.0,10500.0
ford,,,4.1,49736.0,,14400.0
nissan,automatic,nj,3.1,35665.0,13150.0,12900.0
nissan,automatic,ne,3.7,44332.0,18500.0,18400.0
chrysler,automatic,mo,4,24520.0,12000.0,13300.0
chrysler,automatic,nv,3.4,64989.0,13050.0,12900.0
ford,automatic,tx,,67341.0,12750.0,12200.0
,automatic,,4.2,27596.0,12700.0,13100.0
bmw,automatic,ca,2.7,33760.0,34200.0,32750.0
chevrolet,,in,3.7,44424.0,9550.0,8500.0
,automatic,ca,3,19282.0,,19600.0
ford,,tn,4.3,33184.0,18900.0,20900.0
,,,4.4,15991.0,12600.0,12500.0
hyundai,automatic,,4.9,735.0,,19400.0
chevrolet,automatic,nc,,69995.0,13150.0,14300.0
nissan,automatic,nj,3,45019.0,,16100.0
kia,automatic,nc,,74739.0,8500.0,8800.0
chevrolet,automatic,nc,,35716.0,15050.0,14500.0
ford,automatic,fl,3.7,35254.0,,18000.0
,automatic,,3.4,29760.0,13350.0,14100.0
chevrolet,manual,pa,4.8,8329.0,61000.0,59500.0
toyota,,oh,4.2,113234.0,7300.0,7500.0
ford,automatic,mi,4.1,58514.0,11600.0,11600.0
nissan,automatic,pa,3.4,97975.0,7550.0,6800.0
kia,automatic,ga,,13997.0,13250.0,12200.0
,automatic,md,3.9,,16600.0,15900.0
hyundai,automatic,fl,3.5,41329.0,12050.0,11700.0
nissan,automatic,oh,4.3,40280.0,,15600.0
ford,automatic,sc,3.6,,14350.0,12900.0
,automatic,ga,2,62763.0,8700.0,5000.0
kia,automatic,wi,4.8,14009.0,20600.0,20600.0
dodge,automatic,nc,3.8,53745.0,9800.0,9900.0
chevrolet,automatic,ca,2,11812.0,22900.0,17250.0
ford,automatic,,3.9,42454.0,26500.0,26700.0
honda,automatic,sc,4.5,35906.0,22700.0,23600.0
dodge,automatic,,3.9,71311.0,7125.0,8200.0
ford,automatic,fl,4.3,53249.0,12550.0,12200.0
ford,automatic,ca,3.2,14105.0,18100.0,16600.0
dodge,automatic,az,4,32235.0,16450.0,15300.0
,automatic,oh,3.9,98644.0,15200.0,15900.0
ford,automatic,tn,4.4,44763.0,,25200.0
ford,automatic,fl,4.2,245536.0,5325.0,4550.0
chevrolet,automatic,ne,3.7,29239.0,19900.0,20000.0
ford,automatic,ny,3.4,16312.0,,12900.0
chevrolet,automatic,il,3,19999.0,12600.0,12400.0
toyota,automatic,co,3.2,32744.0,17550.0,16200.0
nissan,,ca,3.2,22953.0,,14750.0
dodge,,pa,4.1,90926.0,9025.0,9100.0
kia,automatic,tx,3.6,47592.0,9275.0,9500.0
nissan,automatic,ga,3.7,90881.0,8300.0,8200.0
kia,automatic,wi,4.7,10066.0,15000.0,14800.0
ford,automatic,ma,5,9837.0,16350.0,15200.0
nissan,manual,ca,4.3,10214.0,9775.0,9500.0
ford,automatic,il,4.1,41996.0,10400.0,11100.0
,automatic,mo,2.8,38740.0,,14900.0
hyundai,automatic,,3.7,37941.0,11200.0,11600.0
,automatic,tn,4.1,13476.0,,13600.0
nissan,automatic,fl,4.1,64282.0,20200.0,23000.0
ford,automatic,md,4.3,10066.0,22100.0,22300.0
hyundai,,az,2.4,60660.0,,9400.0
hyundai,automatic,ca,3.5,64894.0,8625.0,8900.0
honda,automatic,ga,4.6,27305.0,16100.0,16700.0
ford,automatic,ca,4.3,68892.0,9325.0,9900.0
ford,automatic,,1.9,159771.0,9925.0,9600.0
toyota,automatic,nc,4.2,39729.0,21000.0,21800.0
ford,automatic,fl,4,,18350.0,18000.0
ford,automatic,tx,3.8,55595.0,21900.0,22200.0
honda,automatic,pa,3.7,51284.0,21300.0,20800.0
ford,automatic,tx,2.9,141130.0,17450.0,10000.0
kia,automatic,wa,4.3,11806.0,,12800.0
hyundai,automatic,tx,4.3,20036.0,11450.0,12300.0
bmw,,,4.4,,19150.0,18750.0
,automatic,oh,4.7,,7750.0,8300.0
,automatic,nj,3.7,36975.0,23100.0,22200.0
dodge,,ga,2.6,47676.0,12100.0,13000.0
chevrolet,automatic,ga,,,15200.0,15900.0
dodge,,fl,4.3,59189.0,11650.0,11400.0
chevrolet,automatic,fl,3,11774.0,,14100.0
hyundai,automatic,va,3.6,47726.0,9825.0,9700.0
chevrolet,automatic,ga,4.5,9740.0,14200.0,14200.0
ford,automatic,mo,3.7,72199.0,11750.0,13100.0
ford,automatic,tx,,,27300.0,26600.0
honda,automatic,tn,2.8,17130.0,13250.0,12700.0
,automatic,,4.2,52848.0,,13300.0
dodge,,ga,3.6,26655.0,22200.0,21600.0
honda,automatic,pa,3.9,51058.0,12450.0,12100.0
ford,automatic,il,4.5,27959.0,28500.0,29000.0
ford,automatic,il,4.1,24804.0,23000.0,23100.0
ford,automatic,oh,3.1,,9375.0,9300.0
dodge,automatic,ga,3.4,83339.0,8225.0,9300.0
nissan,automatic,nj,,40701.0,10550.0,11100.0
nissan,automatic,tx,4,74807.0,14200.0,12500.0
toyota,automatic,fl,3.9,,10550.0,11300.0
honda,automatic,ca,2.4,45074.0,11800.0,13300.0
ford,automatic,tx,,54747.0,8250.0,8000.0
,automatic,fl,4,26068.0,12200.0,12800.0
hyundai,automatic,ga,4.1,26519.0,13100.0,13000.0
ford,automatic,,3.8,17585.0,12600.0,13600.0
nissan,automatic,ga,2.9,42868.0,,12700.0
dodge,automatic,il,4,33330.0,19300.0,20100.0
dodge,automatic,fl,4.5,,18850.0,18600.0
toyota,automatic,tx,1.9,79443.0,,12900.0
,automatic,pa,,25723.0,13150.0,10900.0
dodge,,nc,2.3,91703.0,,15300.0
ford,automatic,tx,3.6,33722.0,11750.0,11500.0
toyota,automatic,,4.5,17766.0,17500.0,15500.0
chrysler,automatic,nc,4.3,80353.0,,14500.0
,automatic,fl,4.2,19269.0,14250.0,14200.0
bmw,automatic,ca,4.2,18700.0,31400.0,29800.0
toyota,automatic,,2.5,,9150.0,8900.0
chrysler,automatic,fl,4,18557.0,,11600.0
dodge,automatic,mn,4,27560.0,16600.0,15400.0
ford,automatic,tn,4.4,33791.0,28000.0,28300.0
chevrolet,automatic,ma,3.7,56081.0,11350.0,10900.0
,automatic,mi,,23117.0,18200.0,20100.0
ford,automatic,,4.5,16237.0,,19800.0
ford,automatic,il,4.6,34435.0,9625.0,11000.0
toyota,automatic,in,,74110.0,9425.0,8800.0
honda,automatic,pa,2.9,41803.0,17250.0,16700.0
ford,automatic,tx,4.2,38284.0,29000.0,30300.0
,automatic,ma,,55168.0,27800.0,27500.0
honda,automatic,pa,,4537.0,22000.0,21000.0
ford,automatic,pa,4.3,22915.0,26700.0,24900.0
kia,automatic,fl,4.4,13647.0,15550.0,13500.0
toyota,automatic,az,4.3,,10050.0,11600.0
ford,,fl,4.1,31915.0,18750.0,18300.0
toyota,automatic,ca,2.7,66631.0,16300.0,16200.0
nissan,automatic,ga,3.9,,13700.0,12700.0
nissan,automatic,tx,4.2,67083.0,13150.0,15600.0
nissan,manual,ca,4.3,,11000.0,10250.0
nissan,automatic,il,,43111.0,15800.0,16000.0
ford,,md,2.7,29730.0,10100.0,10000.0
nissan,automatic,oh,4.4,31479.0,10250.0,10800.0
ford,automatic,ny,3,19281.0,30000.0,27800.0
chevrolet,,il,,15057.0,15250.0,14800.0
toyota,automatic,oh,2.3,50004.0,16750.0,15700.0
,automatic,ga,4.2,149605.0,5825.0,7600.0
ford,automatic,nj,4.6,25788.0,11800.0,11700.0
ford,automatic,tx,4.5,37416.0,14000.0,14600.0
toyota,automatic,nc,2.6,85917.0,9000.0,10000.0
ford,automatic,fl,3.9,29170.0,25200.0,24600.0
hyundai,,mn,4.7,33753.0,13650.0,16000.0
nissan,automatic,il,,41310.0,19900.0,20200.0
chrysler,automatic,mi,4.9,13161.0,19450.0,20000.0
ford,automatic,mn,,75862.0,11750.0,12000.0
honda,automatic,ga,4.1,96774.0,13550.0,13400.0
bmw,,ca,4.6,11577.0,50300.0,53000.0
chevrolet,automatic,wi,4.8,12839.0,26600.0,23700.0
ford,automatic,tx,,92929.0,,16500.0
chrysler,,nc,4.4,33278.0,11750.0,11900.0
honda,automatic,il,2.1,37701.0,10400.0,9200.0
ford,automatic,nc,3.2,36469.0,,17000.0
bmw,automatic,ca,,28231.0,42800.0,41000.0
chrysler,automatic,mo,4.1,28635.0,11150.0,11900.0
chrysler,automatic,nc,4.8,29563.0,11500.0,11400.0
ford,automatic,ga,3.4,46912.0,23600.0,23700.0
ford,automatic,,4.1,37083.0,11700.0,11400.0
,automatic,wa,4,13211.0,11850.0,12200.0
ford,automatic,mi,3.7,93461.0,19200.0,17700.0
nissan,automatic,tx,3.3,18853.0,13400.0,15200.0
toyota,,pa,2.8,50985.0,8825.0,8500.0
ford,automatic,ca,3.6,45670.0,23400.0,23000.0
nissan,automatic,nj,4.2,42900.0,13650.0,15000.0
ford,automatic,mo,,43651.0,12450.0,13300.0
ford,automatic,mo,4.4,33399.0,13000.0,13700.0
,automatic,mi,4.1,61995.0,36000.0,34200.0
nissan,automatic,fl,2.9,24289.0,,13800.0
dodge,automatic,ga,1.9,63332.0,8925.0,9000.0
,automatic,nj,2.8,50428.0,,10800.0
nissan,automatic,pa,4.6,4353.0,,29250.0
hyundai,automatic,,4.5,25388.0,,21100.0
bmw,automatic,oh,4.5,,24900.0,19750.0
chevrolet,automatic,pa,2.3,50017.0,9750.0,8600.0
nissan,automatic,ca,3.9,16636.0,14650.0,15750.0
ford,automatic,ga,,,17300.0,16700.0
dodge,automatic,tx,4.8,36281.0,27200.0,27700.0
chevrolet,automatic,ca,,13646.0,44400.0,44750.0
chrysler,automatic,fl,4,21480.0,19200.0,18600.0
toyota,automatic,nc,4.1,16743.0,16550.0,16300.0
nissan,automatic,tn,4.6,,,29000.0
ford,automatic,la,2.9,44589.0,10850.0,9200.0
toyota,automatic,ma,3.6,51389.0,15800.0,16100.0
toyota,automatic,md,2.7,73162.0,11650.0,10800.0
ford,automatic,ca,4.2,42063.0,23500.0,23100.0
kia,automatic,,4.8,6774.0,15800.0,17500.0
,automatic,ga,3.4,57101.0,8500.0,9000.0
,automatic,ga,4.2,70043.0,10200.0,11600.0
,automatic,fl,4,67778.0,,13900.0
nissan,automatic,tx,3.4,42469.0,13050.0,12800.0
toyota,automatic,az,3.5,37858.0,,12500.0
toyota,automatic,ca,,54356.0,,10200.0
ford,automatic,fl,2.3,30590.0,10350.0,8800.0
,automatic,fl,4.4,8960.0,17750.0,16900.0
honda,automatic,pa,3.3,34622.0,13500.0,13700.0
ford,automatic,,3.6,118539.0,15700.0,17200.0
dodge,automatic,fl,4,19158.0,14700.0,14600.0
ford,automatic,mo,4.1,10852.0,18300.0,18100.0
ford,automatic,ga,4.2,139040.0,9400.0,9800.0
toyota,automatic,tx,3.6,52229.0,17700.0,18600.0
dodge,automatic,,4.4,59559.0,11600.0,13000.0
toyota,automatic,,3.5,52159.0,11400.0,11800.0
dodge,automatic,ms,,,7500.0,7200.0
ford,automatic,tx,4.8,51349.0,22300.0,21800.0
chevrolet,automatic,ma,4.3,50402.0,16500.0,17100.0
nissan,automatic,tx,3.6,29779.0,20000.0,20000.0
ford,,mo,4.9,16868.0,28000.0,28200.0
,automatic,fl,1,75530.0,8975.0,7500.0
dodge,,hi,4,6043.0,16500.0,16000.0
ford,automatic,mi,4.5,30802.0,18200.0,17500.0
chrysler,automatic,,3.9,31590.0,22800.0,23600.0
nissan,automatic,il,3.9,18011.0,18500.0,18500.0
hyundai,automatic,fl,4.1,39500.0,11250.0,11800.0
,,mo,,23201.0,,11600.0
,automatic,tn,2.7,24780.0,12850.0,11100.0
,automatic,,3.4,42488.0,15350.0,15000.0
ford,automatic,tx,4.5,33963.0,16400.0,16300.0
nissan,automatic,il,3.9,21623.0,15450.0,15000.0
chevrolet,automatic,wi,3.9,42953.0,11000.0,11100.0
,automatic,fl,4.1,20066.0,12200.0,12200.0
,automatic,tx,2.9,53885.0,10500.0,10500.0
hyundai,,pa,4.5,38905.0,10550.0,11100.0
nissan,automatic,fl,4.5,37515.0,16750.0,18200.0
chevrolet,automatic,,2.5,42488.0,10900.0,9800.0
kia,manual,ga,4.4,55033.0,6050.0,5900.0
,automatic,,2.4,71156.0,12650.0,9500.0
hyundai,automatic,tx,4.6,23000.0,28500.0,27000.0
chrysler,automatic,mi,4.5,26740.0,17750.0,18800.0
ford,automatic,mo,4.5,17727.0,30300.0,31200.0
ford,automatic,mi,4.3,4998.0,37900.0,35200.0
chevrolet,automatic,oh,,,13000.0,15100.0
,automatic,mi,4.1,52253.0,33500.0,32300.0
bmw,automatic,ca,4.6,18272.0,23600.0,24000.0
toyota,automatic,az,4,42030.0,12700.0,13900.0
nissan,automatic,ut,3.5,22369.0,,10500.0
kia,automatic,ga,4.1,51702.0,9600.0,9800.0
ford,manual,oh,4.5,19984.0,11950.0,11500.0
toyota,automatic,ut,3.8,35675.0,10200.0,10200.0
,automatic,pa,4.5,12824.0,,15300.0
toyota,automatic,oh,2.6,53662.0,7925.0,8300.0
bmw,automatic,fl,4.1,26865.0,61000.0,63500.0
ford,,tx,4.4,,17750.0,17900.0
toyota,automatic,ma,2.7,57632.0,8150.0,7700.0
chevrolet,automatic,oh,3.7,44103.0,10750.0,10500.0
honda,automatic,fl,3.6,49220.0,11300.0,10900.0
ford,,oh,4.6,4760.0,25600.0,27501.0
ford,automatic,,2.7,76369.0,14200.0,14700.0
ford,automatic,pa,2,,11400.0,7700.0
toyota,automatic,md,3.6,34465.0,11550.0,11900.0
hyundai,automatic,,,30062.0,10700.0,10600.0
nissan,automatic,oh,4.7,24298.0,13200.0,14900.0
chevrolet,automatic,nv,,53604.0,,24000.0
,automatic,,,30331.0,22700.0,23000.0
ford,automatic,,4.7,23932.0,34600.0,38100.0
toyota,automatic,,3.8,8430.0,11400.0,10500.0
ford,automatic,ga,3.5,58762.0,15650.0,18500.0
chevrolet,automatic,fl,4,62523.0,9150.0,9500.0
ford,automatic,ny,4.4,22784.0,,10300.0
ford,automatic,fl,4.2,13927.0,,31000.0
nissan,automatic,pr,3,31308.0,8900.0,10600.0
hyundai,,ca,3.4,,10450.0,10700.0
chrysler,automatic,ny,,45931.0,,8100.0
honda,,il,,13991.0,27800.0,28500.0
honda,automatic,,,34459.0,10800.0,12300.0
ford,automatic,mi,4.2,32402.0,26000.0,25400.0
ford,automatic,ma,2.4,104414.0,6275.0,5000.0
hyundai,automatic,tx,4.8,48106.0,11800.0,12500.0
toyota,automatic,fl,3.5,,10450.0,11000.0
,,,3.7,131585.0,10600.0,9900.0
,automatic,tx,4,43627.0,15650.0,16200.0
ford,automatic,fl,3.2,163050.0,7725.0,6300.0
nissan,automatic,sc,4.3,51905.0,19000.0,19700.0
chevrolet,automatic,nc,2.9,66561.0,10000.0,9400.0
ford,,md,4,48313.0,,15500.0
chevrolet,automatic,,3,24195.0,19250.0,19100.0
toyota,automatic,il,4.4,68733.0,,13000.0
honda,automatic,nv,3.6,33119.0,13550.0,13500.0
kia,automatic,ne,3.3,53587.0,12150.0,12300.0
hyundai,automatic,oh,4.3,28783.0,12200.0,12000.0
toyota,automatic,,2.4,21257.0,16250.0,16300.0
,automatic,mn,,,16200.0,17700.0
kia,,wa,5,10238.0,,14700.0
toyota,automatic,fl,4.1,61406.0,,9800.0
ford,automatic,mo,3.6,41433.0,10750.0,11800.0
nissan,automatic,oh,4.7,99206.0,18450.0,18900.0
nissan,automatic,md,2.8,58022.0,12300.0,10000.0
kia,automatic,fl,4.3,,13950.0,14900.0
toyota,automatic,fl,,7371.0,26700.0,26600.0
dodge,,mo,2,8156.0,23900.0,25900.0
nissan,automatic,nc,3.4,68922.0,9575.0,8100.0
ford,automatic,mo,4.4,19751.0,23300.0,22500.0
ford,automatic,tx,4.7,,15000.0,15000.0
kia,automatic,,,19131.0,13700.0,14000.0
bmw,automatic,ca,4.2,46621.0,25200.0,24500.0
ford,automatic,fl,3,41511.0,11250.0,11800.0
ford,automatic,,4.7,26883.0,23300.0,23500.0
hyundai,manual,ga,3.7,29964.0,9125.0,7900.0
,automatic,oh,4.4,52160.0,7350.0,8801.0
chevrolet,automatic,tx,3.3,124178.0,11300.0,10200.0
chevrolet,automatic,fl,4.4,16352.0,15100.0,16700.0
hyundai,automatic,tx,,53590.0,13500.0,13900.0
,automatic,fl,4.3,,17100.0,18000.0
dodge,automatic,tn,4.1,17946.0,,17200.0
hyundai,automatic,oh,4.4,29691.0,12800.0,12300.0
nissan,automatic,ca,4.4,32397.0,13450.0,13900.0
honda,automatic,nj,3.7,,13450.0,13500.0
dodge,automatic,wa,3.5,49263.0,,14500.0
bmw,automatic,ga,4.3,15281.0,52700.0,55800.0
ford,automatic,,4.2,23334.0,15300.0,15200.0
ford,,ca,4.3,38555.0,20400.0,22000.0
kia,automatic,tx,4.6,39128.0,,16700.0
dodge,automatic,md,,73464.0,8600.0,8100.0
dodge,automatic,tx,4.1,26925.0,11400.0,12600.0
dodge,automatic,fl,2.5,61691.0,,10200.0
toyota,,ca,4.2,28769.0,14050.0,15000.0
kia,automatic,tx,4.3,34328.0,16050.0,16200.0
ford,,tx,4.8,34905.0,11700.0,11800.0
chrysler,automatic,va,4,10548.0,20600.0,20300.0
hyundai,automatic,,4.2,48080.0,10650.0,11000.0
chrysler,automatic,ga,3.6,,,24400.0
ford,automatic,nc,2.3,,9175.0,8800.0
hyundai,automatic,wi,2.5,39393.0,12300.0,11800.0
ford,automatic,,3.9,4037.0,,22200.0
kia,automatic,tx,4.2,21242.0,18950.0,18800.0
chevrolet,,fl,4,27169.0,18550.0,19800.0
chevrolet,automatic,mn,4.1,73525.0,7100.0,9100.0
chevrolet,automatic,tn,4,52912.0,7675.0,7800.0
chrysler,automatic,ga,4.4,15104.0,,12300.0
,automatic,pa,4.9,24957.0,24100.0,25600.0
kia,automatic,nc,,20528.0,16000.0,17000.0
,automatic,mi,4.2,19622.0,14600.0,12700.0
nissan,,ga,2.1,93882.0,8075.0,6300.0
ford,,wi,,13814.0,18400.0,18000.0
kia,automatic,ga,4.7,49070.0,14650.0,15700.0
honda,automatic,nv,4.5,24467.0,17700.0,18300.0
chevrolet,automatic,il,3,,17900.0,18100.0
bmw,automatic,ca,4.4,25799.0,21600.0,23000.0
ford,,nv,4.8,18257.0,9225.0,10100.0
kia,automatic,nv,4.3,12470.0,14000.0,14400.0
dodge,automatic,fl,4.5,37700.0,23000.0,26300.0
toyota,,fl,4.4,35564.0,25800.0,27500.0
,automatic,mo,4.8,13734.0,14450.0,15500.0
nissan,automatic,tn,4.4,30209.0,,16600.0
ford,automatic,fl,3.7,23992.0,18850.0,18000.0
chrysler,automatic,il,4.4,11810.0,15300.0,15700.0
toyota,,fl,,70632.0,7875.0,8400.0
dodge,automatic,mo,3.9,39969.0,15900.0,16300.0
honda,automatic,,3.2,95348.0,7525.0,8500.0
ford,automatic,,4.1,53613.0,12600.0,13000.0
,automatic,ny,4.3,13274.0,27200.0,25600.0
nissan,,mo,4.6,49917.0,15800.0,18200.0
toyota,automatic,fl,3.2,35408.0,11500.0,11800.0
chevrolet,automatic,fl,3,20085.0,13300.0,13000.0
chevrolet,automatic,mi,5,33070.0,16500.0,16000.0
toyota,automatic,ca,3.9,51242.0,,23000.0
nissan,automatic,il,3.6,45672.0,,10400.0
nissan,automatic,nv,4.4,11550.0,16300.0,16700.0
chevrolet,automatic,ga,4.3,9602.0,12050.0,12200.0
dodge,automatic,ca,2.1,,6225.0,5400.0
chevrolet,automatic,il,2,16956.0,15050.0,13400.0
chevrolet,automatic,ca,3.5,43942.0,12750.0,13600.0
nissan,automatic,mo,3.7,34842.0,12250.0,11400.0
nissan,automatic,ga,2.6,13157.0,10500.0,9200.0
nissan,automatic,az,4.1,42069.0,17600.0,17400.0
dodge,manual,ga,4.4,6618.0,27500.0,29000.0
hyundai,automatic,nv,2.3,,11900.0,10600.0
ford,automatic,nv,4.7,18325.0,34100.0,44750.0
ford,automatic,mo,4.3,,18150.0,20300.0
dodge,automatic,fl,2,40285.0,10650.0,8200.0
toyota,automatic,oh,4.4,53471.0,13450.0,14700.0
nissan,automatic,az,,51183.0,12250.0,13000.0
ford,automatic,mi,3.5,44238.0,23500.0,21800.0
honda,automatic,pa,4.1,36372.0,18950.0,17500.0
ford,automatic,fl,4.4,13817.0,,11700.0
kia,automatic,tn,4,,13400.0,13600.0
honda,automatic,fl,4.1,19766.0,31100.0,32500.0
honda,automatic,pa,4.5,13476.0,16800.0,16700.0
ford,automatic,pa,4.1,45220.0,14900.0,15400.0
,automatic,,2.8,40571.0,12200.0,11500.0
dodge,automatic,mn,4.1,76393.0,10950.0,12000.0
nissan,automatic,tn,3,14984.0,15700.0,13800.0
toyota,automatic,tx,4.1,86910.0,,22500.0
nissan,automatic,ga,4.7,43961.0,10050.0,11500.0
toyota,automatic,md,,23848.0,15000.0,14100.0
nissan,automatic,il,2.9,,14350.0,13600.0
toyota,automatic,nj,4.2,53108.0,10900.0,11200.0
toyota,automatic,,3.6,43874.0,11400.0,11400.0
honda,automatic,fl,4.9,,17200.0,18000.0
ford,,tn,5,58926.0,12500.0,13800.0
nissan,automatic,nj,4.4,,12600.0,13600.0
,,fl,5,19629.0,34000.0,34800.0
chrysler,automatic,ca,4.5,36451.0,17400.0,17500.0
ford,automatic,ca,2.3,41760.0,15750.0,15500.0
ford,automatic,ca,3.2,62425.0,11200.0,11100.0
toyota,automatic,sc,2.9,36184.0,12200.0,9300.0
nissan,automatic,pa,3.7,,13500.0,15200.0
toyota,automatic,fl,4.3,,15550.0,15000.0
kia,automatic,fl,2.5,58591.0,,6400.0
nissan,automatic,ca,4.2,25901.0,13950.0,16000.0
dodge,automatic,mn,4,23539.0,17200.0,18300.0
chevrolet,automatic,mo,4.5,25982.0,14650.0,15100.0
hyundai,automatic,tx,4.4,21879.0,19550.0,21700.0
,automatic,tx,4,56078.0,7250.0,8800.0
ford,automatic,co,3.6,60602.0,,7900.0
toyota,automatic,pa,4.1,37550.0,15600.0,16600.0
kia,manual,ne,4.9,,11900.0,11000.0
ford,automatic,co,4.2,25310.0,11150.0,12600.0
,automatic,pa,,5513.0,21900.0,22100.0
nissan,,nj,4.3,12429.0,13700.0,13400.0
chrysler,automatic,fl,3.9,34937.0,10550.0,11900.0
ford,automatic,,4.3,26664.0,9975.0,9700.0
,automatic,fl,3.8,63307.0,12600.0,10100.0
toyota,,,3.9,77683.0,8200.0,9100.0
nissan,automatic,,4.8,12876.0,10550.0,10200.0
hyundai,,ca,4.3,11884.0,11900.0,12200.0
nissan,automatic,pa,4.3,,11150.0,11300.0
,automatic,in,4.6,26403.0,10850.0,11100.0
toyota,automatic,oh,2.4,15765.0,15700.0,14100.0
chevrolet,automatic,ga,3.7,,12800.0,14300.0
hyundai,automatic,fl,3.3,32820.0,,10800.0
dodge,automatic,ga,3.1,150531.0,5575.0,6200.0
dodge,automatic,fl,4.4,21891.0,14300.0,14300.0
toyota,automatic,fl,1.9,63369.0,,8600.0
ford,automatic,nj,4.6,49905.0,13400.0,13600.0
,automatic,fl,4.6,34079.0,11550.0,12100.0
toyota,automatic,ga,4.4,,15250.0,17100.0
chevrolet,automatic,fl,2.6,52647.0,11000.0,11000.0
ford,automatic,fl,2.7,94362.0,16100.0,16400.0
ford,automatic,co,3.5,51248.0,26600.0,26800.0
