make,transmission,state,condition,odometer,auction_value,selling_price
toyota,automatic,mo,3.5,52491.0,,13500.0
dodge,automatic,,3.6,36556.0,15450.0,16000.0
dodge,automatic,mo,3.6,,12300.0,12900.0
ford,automatic,ny,4.9,,21500.0,22900.0
dodge,automatic,fl,2.2,54064.0,8500.0,9000.0
toyota,automatic,tx,4.4,184092.0,12500.0,9800.0
nissan,automatic,fl,4.7,23189.0,13800.0,14800.0
ford,,il,4.3,3038.0,15600.0,16000.0
bmw,,ga,4.8,34285.0,,38600.0
bmw,automatic,ca,4.1,36095.0,23500.0,23500.0
hyundai,automatic,oh,4.1,26882.0,11950.0,11600.0
honda,automatic,fl,3.8,62791.0,7075.0,8200.0
nissan,automatic,pa,3.9,41331.0,15450.0,16400.0
ford,automatic,ca,3.9,44811.0,13500.0,12500.0
ford,automatic,tx,4.4,74011.0,20600.0,19900.0
ford,,co,1.9,,10350.0,10700.0
chrysler,automatic,tx,3.9,65782.0,13550.0,14100.0
ford,automatic,,4.3,14733.0,,34900.0
nissan,automatic,ca,3.3,32133.0,13850.0,13000.0
ford,automatic,ga,3.3,14940.0,18950.0,19400.0
ford,automatic,tx,3.9,28780.0,22600.0,22500.0
ford,automatic,va,3.1,78182.0,12100.0,11900.0
hyundai,automatic,fl,5,,10700.0,11400.0
chrysler,automatic,ca,1,37432.0,11050.0,8800.0
ford,automatic,oh,,44356.0,12450.0,12800.0
ford,automatic,tn,3.6,61391.0,16400.0,18700.0
chevrolet,automatic,fl,3.9,53337.0,,8800.0
,automatic,nj,,14697.0,,20100.0
ford,automatic,ca,3.9,72360.0,22900.0,25500.0
bmw,automatic,oh,5,3780.0,67000.0,64000.0
honda,automatic,,2.5,74134.0,11400.0,9900.0
nissan,automatic,wa,4.1,19622.0,12050.0,11000.0
toyota,automatic,md,3.1,34779.0,14750.0,13900.0
bmw,automatic,ca,4.5,23426.0,48800.0,51500.0
chevrolet,automatic,ga,4.1,39126.0,11250.0,12000.0
chevrolet,automatic,or,3.9,20261.0,17700.0,16700.0
,automatic,co,4,20322.0,,41600.0
ford,automatic,il,4.8,28813.0,17700.0,18400.0
honda,automatic,nj,2.9,28398.0,12550.0,12000.0
chevrolet,automatic,ga,2.7,84892.0,,6700.0
kia,automatic,fl,4.4,27641.0,14650.0,14800.0
ford,automatic,ny,4.2,20370.0,23000.0,24200.0
ford,automatic,mn,4.4,44480.0,,12900.0
,automatic,pa,3.5,25066.0,15100.0,14600.0
chevrolet,automatic,ca,4,,23000.0,23000.0
,automatic,,4.2,22135.0,14250.0,13800.0
honda,automatic,pa,3.8,21560.0,11600.0,12100.0
,automatic,mn,,30938.0,15900.0,18100.0
ford,automatic,fl,3.5,34289.0,29500.0,30600.0
dodge,automatic,ca,2.3,31842.0,14300.0,12750.0
honda,automatic,ca,,42111.0,8925.0,10400.0
kia,automatic,mn,3.7,51069.0,10300.0,10600.0
honda,automatic,in,4.5,40163.0,12450.0,13000.0
kia,automatic,fl,3.9,20637.0,12100.0,12700.0
nissan,,ca,4.3,39902.0,9325.0,9500.0
toyota,,ca,3,15779.0,15500.0,15800.0
ford,automatic,mi,4,44101.0,15000.0,14500.0
honda,automatic,mo,4.2,53260.0,18250.0,18500.0
toyota,automatic,fl,2.5,27212.0,12800.0,10950.0
ford,automatic,nj,3.4,33543.0,11700.0,10700.0
nissan,automatic,ca,4.1,6265.0,14250.0,13000.0
dodge,automatic,ca,3,24635.0,16750.0,16000.0
chevrolet,automatic,or,3.9,38220.0,13350.0,14000.0
ford,automatic,ca,4.3,33249.0,20600.0,19900.0
kia,automatic,oh,4.2,76864.0,7925.0,9400.0
,automatic,co,3.9,39130.0,14200.0,13600.0
dodge,automatic,pr,3.8,31345.0,12750.0,13500.0
honda,automatic,ca,4.4,59389.0,9500.0,11750.0
nissan,automatic,ne,3.3,76998.0,13750.0,14300.0
ford,automatic,tx,3.1,98343.0,7375.0,8100.0
nissan,automatic,,3.2,28123.0,13800.0,12400.0
kia,automatic,tx,3.9,35403.0,11350.0,12000.0
dodge,automatic,az,4.1,62617.0,8275.0,10400.0
toyota,automatic,fl,4.8,33607.0,28000.0,30700.0
dodge,automatic,tx,,,20300.0,22100.0
,automatic,ca,3.4,49626.0,11200.0,12000.0
hyundai,automatic,md,3.9,38748.0,11500.0,11500.0
honda,automatic,ca,2,144706.0,7725.0,1100.0
nissan,automatic,tx,,32690.0,16200.0,17600.0
,automatic,fl,3.8,25301.0,15150.0,13800.0
toyota,automatic,ca,2.4,35424.0,11250.0,8900.0
dodge,automatic,mo,3.9,25023.0,25000.0,23500.0
dodge,automatic,ca,3,25616.0,17150.0,16000.0
toyota,automatic,sc,3.3,58887.0,9450.0,9900.0
chevrolet,automatic,fl,3.2,163295.0,2700.0,3500.0
dodge,automatic,nj,3.7,102475.0,8425.0,6500.0
chevrolet,automatic,tn,3.6,37466.0,41400.0,41900.0
bmw,automatic,ca,4.6,35638.0,,31500.0
ford,automatic,mn,2.8,,28400.0,25000.0
bmw,manual,ca,3.1,62898.0,19050.0,22000.0
ford,,ny,2.6,22441.0,27100.0,26400.0
kia,automatic,nj,,,12150.0,12800.0
hyundai,automatic,ca,3.1,59664.0,11250.0,11600.0
honda,automatic,ca,4.8,12076.0,,14900.0
chevrolet,automatic,mi,,77178.0,8900.0,8200.0
nissan,automatic,tn,4.2,53762.0,8800.0,10600.0
chrysler,automatic,,,42344.0,10500.0,10400.0
,automatic,fl,4,15168.0,15150.0,15000.0
honda,manual,ma,3.3,71029.0,9250.0,7000.0
chevrolet,automatic,ga,2.7,91488.0,,6000.0
nissan,automatic,nj,2.5,,,11100.0
ford,automatic,fl,3.5,49105.0,29300.0,30200.0
,automatic,fl,4.7,16626.0,14300.0,13500.0
ford,automatic,la,3.5,,9450.0,9300.0
nissan,automatic,tx,,36726.0,11900.0,11200.0
chevrolet,automatic,fl,,22772.0,18150.0,18200.0
nissan,automatic,oh,3.5,42845.0,15200.0,15200.0
ford,automatic,,4.5,45631.0,18750.0,20000.0
dodge,,nc,3.6,,13400.0,13900.0
ford,automatic,mi,3.9,,22800.0,23100.0
ford,automatic,ms,3.7,58523.0,9050.0,10600.0
nissan,automatic,co,3.9,22017.0,13250.0,14700.0
bmw,,fl,,,74000.0,71001.0
dodge,automatic,,3,19633.0,17800.0,17400.0
,automatic,ca,4.9,,18950.0,22750.0
,automatic,md,2.9,,11300.0,8400.0
ford,automatic,fl,1.8,,12300.0,9400.0
ford,automatic,fl,4.7,14807.0,29700.0,29500.0
ford,automatic,il,,33122.0,19150.0,21100.0
dodge,automatic,az,3.8,44839.0,14850.0,14900.0
chevrolet,automatic,ca,3.8,56718.0,8900.0,8900.0
ford,automatic,il,4.8,22758.0,14300.0,14700.0
toyota,automatic,fl,3.4,16092.0,13700.0,13500.0
kia,automatic,pa,4,13211.0,19250.0,19600.0
ford,automatic,il,4.7,31389.0,24500.0,26100.0
nissan,,tx,3,71878.0,9900.0,9700.0
dodge,automatic,sc,2.6,57114.0,9200.0,9000.0
nissan,automatic,pa,2.9,32387.0,14750.0,13100.0
ford,,mi,,9567.0,19950.0,20300.0
toyota,automatic,az,2.7,,11550.0,14000.0
honda,automatic,,4.2,5297.0,21800.0,22800.0
honda,automatic,oh,4.9,,13550.0,15400.0
toyota,automatic,,3.7,95335.0,21700.0,22600.0
nissan,,tx,4.7,40069.0,16050.0,16400.0
ford,automatic,pa,4.6,33617.0,15150.0,15200.0
chevrolet,automatic,oh,4.1,97313.0,7250.0,7800.0
toyota,automatic,oh,3.7,62520.0,16650.0,15600.0
ford,automatic,tx,3.7,,10650.0,10500.0
dodge,automatic,,3,50264.0,9650.0,10200.0
nissan,automatic,ca,3.6,29381.0,18850.0,18750.0
chevrolet,automatic,wi,2.1,40065.0,11050.0,10000.0
toyota,automatic,,,27639.0,15050.0,16900.0
honda,automatic,hi,4,17831.0,13500.0,13500.0
chevrolet,automatic,tn,4.1,23000.0,17350.0,16600.0
dodge,automatic,nj,,49653.0,11750.0,10500.0
dodge,,,2.5,16030.0,12500.0,11500.0
nissan,automatic,tn,4,46526.0,12550.0,12900.0
hyundai,automatic,oh,,28738.0,12150.0,12800.0
nissan,automatic,nj,4.3,44290.0,15050.0,14700.0
nissan,automatic,sc,4.3,70364.0,9375.0,10200.0
ford,automatic,,4.9,11127.0,24400.0,24700.0
chrysler,automatic,,4.5,9044.0,14850.0,14500.0
chevrolet,,nc,2.8,87321.0,7450.0,8200.0
toyota,,nc,1.9,123586.0,6200.0,5100.0
toyota,automatic,va,4.7,28837.0,,22200.0
honda,automatic,pa,3.8,47467.0,11500.0,12500.0
nissan,automatic,ca,3.4,51730.0,15700.0,16000.0
dodge,automatic,md,3.7,38494.0,15200.0,15000.0
chevrolet,automatic,tn,3.6,60311.0,11700.0,12900.0
dodge,automatic,tx,2.7,,8025.0,7700.0
ford,automatic,,,13042.0,12900.0,11400.0
,automatic,fl,3.8,8386.0,17350.0,17500.0
honda,,tx,4.3,,17700.0,18100.0
nissan,automatic,az,3.6,55337.0,12400.0,12100.0
ford,automatic,il,3.6,,,27900.0
,automatic,ma,3.5,38016.0,9625.0,10100.0
ford,automatic,wa,4.3,19746.0,28200.0,27500.0
chevrolet,automatic,fl,4.2,42067.0,13800.0,13400.0
honda,manual,nc,3.9,21222.0,17300.0,16500.0
ford,automatic,mi,3.8,36838.0,,10700.0
ford,automatic,il,4.6,20798.0,24500.0,25900.0
nissan,automatic,wa,4.2,36113.0,9975.0,10500.0
hyundai,automatic,ca,1,36957.0,11400.0,9400.0
chevrolet,automatic,fl,5,13850.0,20200.0,21900.0
hyundai,automatic,tn,5,38568.0,11200.0,11200.0
kia,,oh,4.9,,20800.0,20700.0
,automatic,fl,4,,,17200.0
kia,automatic,mo,3.9,27910.0,9200.0,10400.0
honda,automatic,ca,4.7,2252.0,24500.0,26250.0
nissan,automatic,oh,,54569.0,10950.0,10600.0
ford,automatic,,4.6,33310.0,15800.0,16200.0
honda,,pa,3.8,10514.0,12750.0,13700.0
chevrolet,automatic,nv,3.4,18166.0,10050.0,10000.0
ford,automatic,mo,4.6,25598.0,18250.0,19200.0
nissan,automatic,fl,4.2,30559.0,22100.0,21800.0
dodge,automatic,,2.1,33029.0,11550.0,8700.0
ford,automatic,mo,4.4,27261.0,15650.0,16500.0
ford,automatic,tx,3.1,67804.0,20300.0,21600.0
ford,automatic,nj,3.8,27367.0,26300.0,27600.0
honda,automatic,ca,3.6,32380.0,17400.0,15900.0
honda,automatic,,3.7,41028.0,13100.0,14100.0
ford,automatic,tx,4.7,27934.0,20900.0,21500.0
ford,automatic,tx,3.4,40313.0,13400.0,14400.0
kia,automatic,tx,4.6,,14050.0,13600.0
,automatic,ca,3.5,30661.0,15650.0,15500.0
honda,automatic,pa,1.9,36700.0,12900.0,11900.0
hyundai,automatic,ca,2,,14200.0,9500.0
dodge,automatic,mi,4.3,62235.0,20500.0,24100.0
ford,automatic,wi,4.3,55364.0,13250.0,13400.0
kia,automatic,fl,4.3,30505.0,12450.0,13200.0
ford,automatic,,,32997.0,14600.0,15800.0
ford,automatic,fl,3.5,67342.0,13350.0,13800.0
toyota,automatic,ma,3.7,60020.0,12100.0,11500.0
nissan,automatic,tx,3.5,84977.0,6125.0,4800.0
chrysler,automatic,,4.2,47669.0,21500.0,20800.0
dodge,automatic,,4.4,16897.0,30000.0,30800.0
ford,automatic,ga,4.6,7248.0,,26500.0
bmw,automatic,ca,4.8,21106.0,41400.0,39250.0
,automatic,mo,4.2,10960.0,33500.0,33400.0
dodge,,ma,2.9,102205.0,8225.0,7500.0
ford,automatic,tn,3.3,123797.0,12450.0,12800.0
toyota,,,3.2,51398.0,,17000.0
ford,automatic,ga,4.5,16871.0,17750.0,16300.0
toyota,automatic,tx,4.1,50134.0,25500.0,25600.0
toyota,automatic,pa,3.1,95555.0,10750.0,10600.0
nissan,automatic,fl,3.5,35360.0,16800.0,15600.0
ford,automatic,tx,3.8,65350.0,12000.0,10000.0
toyota,automatic,tx,3.5,19863.0,,19100.0
dodge,automatic,fl,4,14462.0,17100.0,17400.0
chevrolet,automatic,ga,3.4,33900.0,27400.0,30900.0
honda,automatic,il,3.7,23801.0,12950.0,13200.0
,automatic,in,4.3,35085.0,18900.0,19500.0
kia,automatic,tn,3.6,41701.0,16950.0,17400.0
honda,automatic,pa,3.2,35945.0,17100.0,16800.0
toyota,automatic,nj,3.5,36951.0,10850.0,11700.0
,automatic,oh,,20850.0,11400.0,10900.0
ford,automatic,md,4.3,12670.0,19600.0,20000.0
nissan,,il,2.9,36997.0,,10800.0
ford,,,,16499.0,17950.0,20000.0
chevrolet,automatic,ca,3.9,33886.0,11600.0,9100.0
ford,,fl,4.3,115934.0,,20300.0
toyota,automatic,oh,4.4,,15050.0,15000.0
ford,automatic,mn,3.1,72611.0,21000.0,19300.0
honda,automatic,ca,4.1,18488.0,26400.0,27250.0
honda,manual,pa,4.1,9701.0,17950.0,17600.0
ford,,mo,4.4,20734.0,45800.0,47100.0
toyota,,,2.2,169540.0,6325.0,6250.0
toyota,automatic,nc,3.8,22119.0,16200.0,15700.0
honda,automatic,ne,3.1,47161.0,22400.0,22200.0
nissan,automatic,il,4.2,16490.0,,9200.0
ford,automatic,pa,4.4,71555.0,11700.0,11600.0
nissan,automatic,md,4.8,33173.0,10300.0,10300.0
chevrolet,automatic,,,23447.0,14700.0,20700.0
hyundai,,va,3.6,81126.0,9350.0,9400.0
ford,automatic,,3.7,34277.0,,17000.0
dodge,automatic,,4.7,25507.0,27200.0,25900.0
,automatic,nc,4.5,44059.0,,21700.0
nissan,automatic,ga,4.6,10364.0,18600.0,19000.0
ford,automatic,nj,5,17558.0,23400.0,25800.0
toyota,automatic,fl,3.5,41157.0,,12000.0
ford,automatic,ga,3.4,35292.0,15150.0,15100.0
bmw,automatic,wi,3,49417.0,27900.0,23600.0
nissan,automatic,oh,3.7,23493.0,11850.0,12300.0
ford,automatic,,1,7200.0,19950.0,8000.0
honda,automatic,fl,2.9,81602.0,18400.0,17200.0
chrysler,automatic,,3.7,41583.0,16800.0,16700.0
,automatic,oh,3,97793.0,11350.0,11300.0
ford,automatic,ne,,30558.0,27700.0,28000.0
chevrolet,automatic,fl,4,18647.0,13550.0,13500.0
ford,automatic,,4.2,45119.0,23700.0,25100.0
ford,automatic,ny,3.8,38855.0,25700.0,25000.0
toyota,automatic,tn,4.2,20343.0,21700.0,22000.0
chevrolet,automatic,tx,4.2,29738.0,9975.0,9700.0
kia,automatic,oh,4.6,9008.0,13000.0,12800.0
chevrolet,automatic,nc,4.4,14563.0,,14000.0
kia,automatic,tx,4.8,10227.0,14300.0,14100.0
dodge,automatic,tx,,35234.0,22500.0,24100.0
ford,automatic,fl,4.2,3643.0,17850.0,17100.0
ford,automatic,fl,4.1,35555.0,9825.0,10300.0
hyundai,automatic,wi,3.7,51222.0,10500.0,10000.0
,automatic,az,1.9,46293.0,10500.0,8300.0
hyundai,automatic,tx,3.6,36569.0,11250.0,11700.0
hyundai,automatic,ga,,15706.0,,15300.0
kia,automatic,co,4.8,12737.0,14150.0,14000.0
nissan,automatic,nc,4.3,63428.0,,14400.0
dodge,automatic,mn,3.9,44182.0,24300.0,25000.0
nissan,automatic,co,4,37465.0,,20800.0
ford,manual,tx,4,31871.0,36300.0,36400.0
hyundai,automatic,fl,3.5,34268.0,13100.0,12800.0
,automatic,sc,2.9,,13400.0,14600.0
ford,automatic,tx,1.9,34163.0,31100.0,26250.0
hyundai,automatic,mn,3.4,23477.0,11200.0,10800.0
dodge,automatic,ca,3.7,,12550.0,12200.0
dodge,manual,,4.6,29774.0,20400.0,21100.0
bmw,,oh,5,2741.0,35100.0,36000.0
nissan,automatic,ga,3.7,63340.0,,16400.0
ford,automatic,fl,3.7,47619.0,,15100.0
honda,automatic,pa,2.8,25274.0,,10200.0
honda,automatic,pa,4.2,71370.0,15400.0,14400.0
hyundai,automatic,pr,3.6,37506.0,15600.0,15600.0
nissan,,pa,,25940.0,14000.0,13300.0
ford,automatic,ga,3.5,,9800.0,9100.0
ford,automatic,ga,3.9,35496.0,18200.0,18900.0
chevrolet,automatic,ca,4,61553.0,9300.0,10300.0
hyundai,automatic,fl,3.6,53997.0,12300.0,13200.0
ford,automatic,il,4.2,20897.0,19550.0,19400.0
hyundai,automatic,nc,1.9,73813.0,7200.0,4700.0
nissan,automatic,mi,4,67701.0,14150.0,15201.0
ford,automatic,fl,,18838.0,22000.0,11000.0
hyundai,automatic,tn,3.7,39256.0,13150.0,14100.0
,automatic,tx,4.5,72605.0,11450.0,12100.0
chrysler,automatic,ne,3.7,39534.0,17200.0,18000.0
bmw,automatic,,4.4,53385.0,20300.0,21250.0
chevrolet,,,2.9,43697.0,13350.0,11300.0
kia,automatic,mo,2.4,,10550.0,9200.0
,automatic,ca,4.3,9532.0,17750.0,19500.0
nissan,automatic,ca,2.4,45458.0,,10750.0
ford,automatic,oh,4.1,68444.0,8900.0,7300.0
chrysler,automatic,ne,4.3,35364.0,17650.0,18200.0
chevrolet,manual,fl,1.9,69648.0,4150.0,2500.0
ford,automatic,mo,4.7,19063.0,19750.0,19500.0
hyundai,automatic,nc,2.2,35024.0,11350.0,11100.0
chevrolet,manual,pa,4,42112.0,17050.0,17000.0
toyota,automatic,wi,3.1,44013.0,,14300.0
nissan,automatic,mo,3.9,32381.0,11800.0,12200.0
,,pa,3.6,,18450.0,19200.0
chrysler,automatic,pa,4,14197.0,16900.0,16400.0
dodge,automatic,tx,3.4,49071.0,17350.0,15500.0
hyundai,automatic,ga,3.5,31942.0,17650.0,18000.0
,,mn,3.6,81287.0,12200.0,13000.0
hyundai,,tx,4.1,69003.0,11600.0,11900.0
dodge,automatic,,4,2295.0,20500.0,17700.0
kia,automatic,tx,3.9,38891.0,15900.0,16700.0
chevrolet,automatic,ga,3.7,62167.0,15000.0,17400.0
toyota,automatic,,3.7,5375.0,16200.0,15700.0
nissan,automatic,tn,,16861.0,15800.0,15400.0
toyota,automatic,ga,3.5,48532.0,12300.0,11500.0
ford,automatic,fl,,17336.0,16850.0,17800.0
toyota,automatic,oh,4.2,26743.0,14400.0,13800.0
,automatic,pa,3.4,,11900.0,12600.0
ford,automatic,tx,4,,22900.0,23000.0
nissan,automatic,nc,3.9,,8000.0,8600.0
toyota,automatic,ga,4.4,14196.0,20200.0,19400.0
ford,automatic,pa,4.4,24216.0,,12500.0
ford,automatic,md,4.9,,9875.0,10700.0
kia,automatic,ga,3.8,21693.0,18800.0,18000.0
bmw,automatic,ga,4.4,,16550.0,17800.0
hyundai,automatic,mn,3.6,30780.0,11900.0,11300.0
toyota,automatic,fl,,23013.0,15300.0,12700.0
ford,automatic,mn,4.8,13046.0,21500.0,21000.0
bmw,automatic,oh,4.8,5367.0,62000.0,61000.0
ford,,fl,4.1,133134.0,5750.0,7700.0
ford,automatic,az,4.3,36692.0,10500.0,11200.0
,automatic,oh,4.3,31053.0,30300.0,29250.0
dodge,automatic,ca,3.8,72971.0,10000.0,10750.0
dodge,automatic,tx,,26832.0,27700.0,29400.0
chrysler,automatic,tn,4.3,,23000.0,23000.0
dodge,automatic,,4.5,14120.0,16300.0,15400.0
kia,automatic,oh,5,6897.0,13100.0,13000.0
dodge,,mn,4.2,57518.0,10200.0,11500.0
nissan,,ut,2.3,63642.0,9025.0,9700.0
honda,,oh,4.7,69794.0,12250.0,13500.0
ford,automatic,nv,3.9,36701.0,15700.0,14600.0
toyota,automatic,fl,2,17323.0,15500.0,13000.0
ford,automatic,va,3.9,24391.0,15100.0,15100.0
,automatic,fl,4.4,9029.0,,11300.0
ford,automatic,tx,5,18348.0,24300.0,23800.0
bmw,automatic,,3.7,40786.0,33400.0,33500.0
kia,automatic,wa,,45448.0,11500.0,12700.0
ford,automatic,pr,3.5,92151.0,8175.0,7100.0
nissan,automatic,hi,2.5,13795.0,8425.0,8000.0
dodge,automatic,ga,1.9,138931.0,5550.0,3000.0
kia,automatic,fl,1.9,46860.0,8775.0,8200.0
honda,automatic,fl,4.3,31472.0,,21300.0
honda,automatic,sc,2,12863.0,14050.0,9800.0
ford,,fl,4.9,375.0,13250.0,13900.0
,automatic,mn,4.3,40869.0,15700.0,15500.0
toyota,automatic,co,3.7,54115.0,9775.0,9800.0
,,mi,5,19583.0,,49900.0
,automatic,pa,5,11267.0,17250.0,17600.0
ford,automatic,oh,4.1,62834.0,14350.0,14900.0
honda,automatic,ca,3.5,33372.0,15350.0,15800.0
honda,automatic,fl,3.5,43675.0,13300.0,13900.0
kia,automatic,tx,4.7,47921.0,15100.0,15500.0
ford,automatic,tn,4.9,14084.0,24000.0,23500.0
ford,automatic,,4.3,29023.0,15050.0,16100.0
chevrolet,automatic,,2.9,54397.0,13950.0,13400.0
ford,automatic,tn,,28531.0,21700.0,17900.0
ford,automatic,,4.9,,37200.0,38750.0
kia,automatic,va,3.8,17526.0,16150.0,17100.0
nissan,automatic,tn,4.4,86582.0,12100.0,14400.0
,automatic,fl,4,13392.0,24300.0,24400.0
ford,automatic,il,4.4,,12450.0,13600.0
nissan,automatic,ma,3.9,61902.0,7575.0,6800.0
hyundai,,nj,3.6,41904.0,8925.0,8800.0
ford,manual,va,4.2,21995.0,12150.0,11400.0
chevrolet,automatic,mo,2.1,149099.0,4825.0,3800.0
honda,automatic,nj,3.5,48751.0,11750.0,11000.0
toyota,automatic,ca,4.4,14278.0,63000.0,61000.0
chevrolet,automatic,pa,4.3,49543.0,34100.0,33500.0
chevrolet,automatic,pa,3,20783.0,14700.0,14600.0
toyota,automatic,,3.7,36396.0,,16000.0
kia,,fl,2.8,51008.0,,8100.0
dodge,,mi,2.3,69313.0,10750.0,10100.0
chevrolet,automatic,,,20626.0,18300.0,18700.0
ford,automatic,il,3.2,17726.0,,14000.0
hyundai,automatic,nv,,60185.0,10600.0,10500.0
ford,automatic,sc,3.6,83369.0,8750.0,9000.0
ford,,mo,4.1,36666.0,16500.0,16500.0
bmw,automatic,nj,4,62194.0,,42100.0
ford,automatic,oh,4.2,,25600.0,27400.0
nissan,automatic,il,4.2,22484.0,12700.0,12400.0
dodge,automatic,mn,4.7,40197.0,27100.0,27700.0
chrysler,,pa,4,29416.0,18550.0,18300.0
chrysler,automatic,tn,4.4,36975.0,19550.0,19800.0
toyota,automatic,,3.5,39542.0,,10700.0
ford,automatic,nv,4,,22800.0,23300.0
dodge,automatic,in,3.9,32828.0,10500.0,9900.0
toyota,automatic,,3.9,,14900.0,14900.0
dodge,,,3.9,31251.0,16900.0,16500.0
ford,automatic,,4.5,35395.0,17600.0,17900.0
ford,automatic,nj,2.6,81344.0,14350.0,13000.0
,automatic,fl,4.6,22882.0,12300.0,12400.0
ford,automatic,co,4.4,26774.0,25700.0,26000.0
chevrolet,automatic,ma,,51988.0,9650.0,9300.0
ford,automatic,pa,4,32592.0,9900.0,8700.0
toyota,automatic,fl,4.2,14287.0,,15800.0
ford,automatic,mo,3.7,17956.0,9950.0,10300.0
ford,automatic,nj,4.9,36779.0,,17700.0
kia,,wi,4.4,16157.0,15400.0,14500.0
ford,automatic,ny,2.1,14378.0,30900.0,27700.0
chevrolet,automatic,ca,,135283.0,4075.0,3400.0
bmw,automatic,ca,4.9,28277.0,37700.0,41750.0
ford,automatic,mo,3.5,32183.0,19050.0,18800.0
,automatic,tx,3.1,50760.0,8625.0,9900.0
nissan,automatic,oh,4.5,,16900.0,16500.0
,automatic,mi,4.5,,,18700.0
ford,automatic,ga,4.8,6447.0,,17000.0
nissan,,ca,3.8,8699.0,13850.0,13250.0
ford,automatic,tx,4.9,46705.0,30400.0,33100.0
honda,automatic,fl,4.3,26167.0,22700.0,25600.0
,automatic,fl,,27345.0,,13000.0
honda,automatic,pa,3.9,29655.0,11200.0,12500.0
ford,automatic,mo,1.9,52604.0,9200.0,7800.0
bmw,automatic,oh,4.9,2989.0,30800.0,33250.0
ford,automatic,mo,4.4,19426.0,14800.0,15400.0
kia,automatic,wi,4.3,,12350.0,12400.0
,automatic,tx,2.9,80713.0,15600.0,12600.0
ford,automatic,ca,3.9,,,18300.0
chevrolet,automatic,va,2.6,75218.0,17100.0,15500.0
ford,automatic,tx,2.6,33796.0,18000.0,17000.0
kia,automatic,,4.1,24224.0,15900.0,15000.0
,automatic,tn,4.3,30311.0,16700.0,16800.0
kia,automatic,ca,4.7,17546.0,12550.0,14000.0
toyota,automatic,ca,4.4,22300.0,15100.0,15400.0
toyota,automatic,oh,3.7,38818.0,13200.0,12900.0
chevrolet,manual,az,4.1,,11950.0,11500.0
nissan,automatic,,,39722.0,15350.0,16000.0
hyundai,automatic,md,3.2,54997.0,9275.0,8900.0
dodge,manual,nv,3.7,14777.0,10650.0,10000.0
chrysler,automatic,,3.8,26957.0,17050.0,17000.0
nissan,automatic,ga,4.7,29528.0,16900.0,18000.0
dodge,automatic,pa,3.9,61848.0,9050.0,9100.0
,automatic,mi,4.4,53926.0,9900.0,9800.0
ford,automatic,md,3.3,117735.0,9550.0,8900.0
ford,automatic,nv,3.7,59955.0,21300.0,21000.0
chevrolet,automatic,wi,1.9,,7875.0,6100.0
toyota,automatic,oh,4.8,23741.0,24700.0,26200.0
nissan,manual,pa,,12418.0,22000.0,22750.0
ford,automatic,nj,5,19049.0,10050.0,10750.0
dodge,automatic,tx,3.8,,17050.0,18900.0
honda,automatic,il,3.3,32325.0,12450.0,11700.0
,automatic,mo,3.8,39006.0,11250.0,11200.0
hyundai,automatic,,2.8,47061.0,11850.0,11600.0
nissan,automatic,ga,3.7,24057.0,16100.0,14200.0
honda,automatic,in,4.6,,,24750.0
ford,automatic,tn,4.3,20339.0,21800.0,23000.0
bmw,automatic,nj,4.3,45094.0,31500.0,29250.0
ford,automatic,mo,,32033.0,20600.0,20100.0
nissan,,ga,3.8,63030.0,,14700.0
chevrolet,automatic,pa,3.9,68594.0,13750.0,14000.0
honda,automatic,ca,4.3,67531.0,20400.0,20500.0
bmw,automatic,ca,3.9,22843.0,21000.0,22250.0
nissan,manual,,4.5,14553.0,12000.0,12000.0
toyota,automatic,,2,55340.0,12750.0,12500.0
nissan,automatic,mn,,52270.0,12150.0,11700.0
ford,,ga,3.4,24302.0,15050.0,14600.0
toyota,automatic,tx,2.8,,8125.0,7300.0
kia,automatic,nc,,62500.0,10650.0,10500.0
honda,automatic,pa,4.2,21636.0,11250.0,12000.0
nissan,,fl,2.5,53403.0,8550.0,8200.0
,automatic,ca,3.3,43782.0,10300.0,10200.0
chrysler,,ca,4.4,32190.0,21300.0,21800.0
ford,automatic,tx,2.5,80323.0,17850.0,18000.0
chevrolet,automatic,mo,3.9,30553.0,10850.0,11000.0
nissan,manual,tn,4.9,4768.0,11150.0,10500.0
ford,,ca,4.6,24557.0,,20400.0
bmw,,,3.9,73497.0,14350.0,16700.0
toyota,automatic,oh,4.3,12702.0,16750.0,16900.0
honda,automatic,pa,3.7,23513.0,13650.0,13700.0
ford,,ga,3.1,52010.0,,14400.0
bmw,automatic,nj,3.9,10356.0,51600.0,52250.0
kia,automatic,wi,4.7,15353.0,15450.0,14600.0
ford,automatic,,,76919.0,13400.0,15900.0
,automatic,nc,,90136.0,7950.0,7400.0
ford,automatic,il,4.2,34330.0,18100.0,18700.0
chevrolet,automatic,ca,,57044.0,12050.0,12300.0
chevrolet,automatic,mi,3,15888.0,15200.0,14600.0
ford,automatic,tn,4.6,,9225.0,27900.0
kia,automatic,nj,4.9,15191.0,14100.0,13300.0
ford,automatic,tn,3.9,50029.0,9875.0,10600.0
ford,automatic,co,4,24943.0,10300.0,10400.0
nissan,automatic,,4.8,35691.0,16950.0,17000.0
ford,automatic,mi,,14963.0,14900.0,12800.0
chevrolet,automatic,ne,,19684.0,14450.0,15300.0
kia,automatic,ca,2.8,31406.0,9775.0,8900.0
